,brand,category,color,features,price,sales_rank,title
B01N5KQKC3,BioChef,masticating,Red,"[""Wide Chute Juicer (8cm x 8cm) - 'wide mouth' juices WHOLE fruit & vegetables: apples, oranges, carrots, beetroot and much more"", 'Powerful 250w AC Motor - operates at 40 RPM, squeezing & extracting pure cold press juice with maximum nutrients and minimal oxidation', 'Global Best Seller - BioChef Atlas Whole Slow Juicer sold in 20+ countries around the world, backed by leading masticating juicer experts. USA / Canada Model: 110v / 60Hz specifications', 'Easy Cleaning & Easy Operation - make 1 litre of cold press juice in under 4 minutes, from prep to cleaning!', 'Lifetime Warranty on Motor & 5 Years on Parts']",$295.00,59725,"BioChef Atlas Whole Slow Juicer (250W / 40 RPM / LIFETIME Warranty) Wide Chute Juicer, Masticating Juicer, 'Big Mouth' Cold Press Juicer, Whole Fruit & Vegetable Juicer - Retains Nutrients (Red)"
B01N5MQYD3,Dash,citrus,Green,[],$27.48,456063,Dash Go Dual Citrus Juicer (Green)
B01N5O4APV,Jamba Appliances,citrus,,"['Jamba Appliances Citrus Juicer, Black (66430)', 'Black']",$256.00,1045011,"Jamba Appliances Citrus Juicer, Black (66430) by Jamba Appliances"
B01N6A855D,Kalorik,centrifugal,"Black, Silver","['1 qt container for juice and 1 qt for pulp', 'Extracts more juice than the classic centrifugal juicers, and produces juice of better quality and taste', 'Durable and low-noise DC Motor allows perfect juice output (Low Noise and Slow Speed 80RPM)', '4 suction feet | Safety lock system | Easy to assemble and store', 'Dishwasher safe detachable parts | Better results with less energy | Includes: One container for juice and one for pulp (1 qt / liter each); cleaning brush']",$183.11,None,Kalorik Stainless Steel Slow Juice Extractor
B01N6AK2IZ,Flexzion,masticating,Sliver,"['Produce drier pulp than centrifugal juicers, and extracts more juice from fruits, vegetables, leafy greens, wheatgrass, etc... Squeezes ingredients with minimal oxidation, preserving natural taste & nutrients lost by high-speed centrifugal juicers that grind, crush, and heat', 'The cold press juicer machine operates by first grind the fruit and vegetables into a pulp and then squeeze the water out of the pulp, creating juice; It separates the pulp to enjoy more juice and less foam', 'The juicer also removes excess pulp from the juice that is not wanted. It comes with two strainers, coarse strainer and fine strainer, both are available to help control the amount of pulp you wish', 'Wide mouth feed tube to accommodate most produce whole; juice without precutting. Multi purpose juicer works with both fruits and vegetables; Support continuous juicing with automatic pulp ejection with separate juice outlet and pulp outlet', 'The juice tap / cap can be fixed onto the juice outlet to contorl the flow of juice to the juice pitcher. Close the juice tap valve to pre-mix your juice, if desired. Closing the cap and adding water to the auger housing helps to pre-rinse the juicing screen for easier clean up; It is detachable for easy cleaning by simply pour water through between juices']",$91.99,45175,"Flexzion Cold Press Juicer Machine - Masticating Juicer Slow Juice Extractor Maker Electric Juicing Vertical Stand for Fruit, Vegetable, Greens, Wheat Grass & More with Big Cup & Juicing Bowl"
B01N6BC8EF,Ventray,masticating,Black / Silver,"['FRESH NON-OXIDIZED JUICE - crushes large chunks of fruits and vegetables at low speed of only 65 RPM to prevent oxidation.', 'PRESERVE HEALTHY NUTRIENTS - creates quality taste and texture while keeping vitamins, enzymes and beneficial nutrients.', 'ONE-BUTTON OPERATION, EASY TO CLEAN - minimal cutting required, easy to use, wide chute fits up to a whole apple, cleaning brush included, dishwasher safe.', 'FDA RECOMMENDED BPA-FREE MATERIAL - Ultem Tritan auger and food safe containers, perfect for babies, kids and adults', '5 YEAR MOTOR WARRANTY - 12 month original manufacturer warranty and 60 month warranty on the powerful motor']",$279.99,43030,Ventray Masticating Juicer - Slow Juicer with Wide Chute Big Mouth - Cold Press Juice Maker - Black
B01N6JMYOB,Hanchen Instrument?,centrifugal,Red,"['Smart acceleration technology', 'In just one touch!', 'Sophisticated design', 'Made of high durability material', 'Sensor technology']",$819.00,None,Commerical Home Automatic Multifunctional Juicer Soybean Juice Making Machine Extractor (220v)
B01N6L15P2,True,citrus,,"['Enameled aluminum', 'Squeezes citrus fruits', 'Dishwasher safe']",$70.95,None,"Press Orange Juicer, Set of 5"
B01N6MBBT7,Hanchen Instrument?,centrifugal,220V,"[""The juicer's crust system of weifeng brand is made of aluminum alloy and was created by advanced technology."", 'This machine has following advantages:Widely Use, Simple Operation, Easily Wash.', 'The surface adopt oxidation treatment, have a high corrosion resistance. We increased the slag mouth, the slagging is more smooth.', 'Connector for juice plate and motor is plastic injection molding which is in line with food hygiene, you can remove it quickly without tools when you clean the machine.', 'All material attached with the fruits are made of Stainless Steel or Aluminum Alloy, tally with the request of Food Hygiene.']",$559.00,None,WF 4000A Commerical Automatic Juicer Press Machine Juice Making Machine Fruit Extractor (220V)
B01N6RBHUO,Dekchokdee,centrifugal,Red,"['?The Vremi Slow Juicer retains nutritional value and flavor from fruits and greens.', '?The 2-stage extraction process will slowly squeez the juice without shredding or grinding, minimizing waste', '?Get the most nutritional bang for your buck The Vremi also reduces energy use and your carbon footprint.']",$149.83,None,Centrifugal Juicers Live Clean & Green with Delicious & Natural Juices
B01N7HEU7I,OUTAD,centrifugal,Pink,"['Portable: small in size, portable and multi-use, can used as common cup and juice blender, can mix kinds of fruit and vegetables.', 'Safety: healthy and environmentally-friendly, , which uses food grade non-toxic material that can be used safely. Double safety protection switch, and charge/discharge protection.', 'Juice Extractor can repeat use when fully charged, and easy for charge when battery used up.It can be charged by power bank, laptop, computer,mobile phones or other USB devices.', 'Application: a very nice design for those who loves juice and also healthy lifestyle! Freely mix various kinds of fruit & vegetables based on your own taste.Fast stiring speed that can make a cup of juice within one minute.', 'Package: 1 x Juicer Cup, 1 x Instruction, 1 x Usb charging cable.']",$29.99,135551,"Portable Juice Blender and Mixer, OUTAD Portable Juicer Juice Extractor Portable Rechargeable Battery USB Charging 380ml Juicer Cup 2000mAh Power with Travel Lid (Pink)"
B01N7ML3QX,Hanchen Instrument?,centrifugal,220V,"[""The juicer's crust system of weifeng brand is made of aluminum alloy and was created by advanced technology."", 'This machine has following advantages:Widely Use, Simple Operation, Easily Wash.', 'The surface adopt oxidation treatment, have a high corrosion resistance. We increased the slag mouth, the slagging is more smooth.', 'Connector for juice plate and motor is plastic injection molding which is in line with food hygiene, you can remove it quickly without tools when you clean the machine.', 'All material attached with the fruits are made of Stainless Steel or Aluminum Alloy, tally with the request of Food Hygiene.']",$899.00,None,Commerical Automatic Juicer Press Machine Juice Making Machine Fruit Extractor (110v)
B01N7NLCIZ,Hanchen Instrument?,centrifugal,220V,"[""The juicer's crust system of weifeng brand is made of aluminum alloy and was created by advanced technology."", 'This machine has following advantages:Widely Use, Simple Operation, Easily Wash.', 'The surface adopt oxidation treatment, have a high corrosion resistance. We increased the slag mouth, the slagging is more smooth.', 'Connector for juice plate and motor is plastic injection molding which is in line with food hygiene, you can remove it quickly without tools when you clean the machine.', 'All material attached with the fruits are made of Stainless Steel or Aluminum Alloy, tally with the request of Food Hygiene.']",$899.00,None,WF 2000B Commerical Automatic Juicer Press Machine Juice Making Machine Fruit Extractor (220V)
B01N7OZ3BY,Homeleader,masticating,Silver,"['HEALTHY LIFE: Non-grinding juicing method featured by slow squeezing is adopted for the product, so the natural flavor and nutrient elements of fruits and vegetables are well retained.', 'SAFETY PARTS: Dual-switch design, LED touch control digital panel, makes the product safer. Make the juice container installed onto the mainframe; apply the juicer cap of squeezing body, and then turn on the switch to make the product run.', 'HIGH QUALITY EQUIPMENT: The product has multiple functions, including making vegetable juice and fruit juice, etc. High-quality filters and stainless steel blades, pulp is separated.', 'EASY TO DISASSEMBLE: The juice extractor comes with detachable and dishwasher safe parts, the juice container can separated with the mainframe, easy to assemble and it is convenient for cleaning.', 'RELIABLE AND FRIENDLY CUSTOMER SERVICE: Always be ready to respond within a 24-hour time frame. 30-day money back guarantee, 12-month replacement warranty and lifetime support guarantee.']",$108.99,167163,"Homeleader Slow Masticating Juicer, Juice Extractor,120W, Silver"
B01N7QTOBN,Mophorn,citrus,Plastic Tanks,"['Power supply:110-120V 60HZ.', 'Orange juicer squeeze 20-22 oranges per mins.', ""Size of orange require: 1.6''-3.2''."", 'Orange juice squeezer commercial easy to operate and clean.', 'Suitable for small drink shops, fruit shop, restaurants, hotels, bars, the Office of cards, tea - and coffee-houses, a very wide range of applications.']",$611.59,None,Mophorn Orange Juice Squeezer Commercial Orange Juicer 20-22 Oranges per Mins Citrus Juicer Juice Machine for Home and Commercial Use (Plastic Tanks)
B01N7QTV18,Mophorn,citrus,Stainless Steel Tank,"['Power supply: 110-120V 60HZ.', 'Orange juicer made with high quality stainless steel case.', 'Juice machine squeeze 20-22 oranges per mins.', 'Orange juice squeezer commercial easy to operate and clean.', 'Suitable for small drink shops, fruit shop, restaurants, hotels, bars, the Office of cards, tea - and coffee-houses, a very wide range of applications']",$658.99,369696,Mophorn Orange Juice Squeezer Commercial Orange Juicer 20-22 Oranges per Mins Citrus Juicer Juice Machine for Home and Commercial Use (Stainless Steel Tank)
B01N7R3NNR,Juiceman,citrus,Silver,"['2 interchangeable juicing cones. Stainless steel citrus juicer, silver', 'Pressure-activated, auto-start function. Auto-reversing juicing action for maximum extraction', '2-position snap-up juice spout. Stainless steel pulp strainer', 'Easy-to-clean, dishwasher-safe removable parts', 'Stainless steel housing']",$49.12,None,Juiceman JCJ450 Citrus Juicer (Silver)
B01N7W1HGK,KitcheNova,citrus,,"['This juicer features large and small contoured reamers that make it easy to juice all types of citrus, including oranges, lemons, limes, and grapefruits. The bottom container holds over 2 cups of juice and features a snap off top for easy pouring.', 'The dual strainer system separates the seeds and pulp, leaving only fresh, delicious juice behind.', 'A rubber ring on the bottom of the juicer keeps it from slipping or skidding on slick counters during the juicing process.', 'Top-rack dishwasher safe.']",$65.30,None,"Juicester XL Plastic Citrus Juicer, Set of 3"
B01N8Q2NS8,uGen,citrus,,"['Lemon Juicer', 'helps to make orange, lemon juices faster', 'Easy cleaning', 'Silicone', 'Specifications are in the descriptions']",$19.49,None,Fruit Juice Maker by uGen! Lemon Juicer Citrus Catcher Multi Squeezer Reamer. Kitchen Cooking Tool Supplies Gadgets. Great Accessory for your Kitchen and Home!
B01N96RMZW,OrangeA,centrifugal,Silver,"['Power: 750W; Maximum Output: 300 kg / h; Speed of pressing: 20r / min', 'Electric Sugar Cane Juicer Max. Insertion Size: 62mm in diameter; Diameter of Rollers: 76mm', 'This automatic sugar cane juicer machine has 3 stainless steel rollers for maximum juice extraction.', 'Sugar cane juice and dregs are automatically separate from machine; you will get juice fast and clean.', 'The sugar cane ginger press juicer is mainly used to squeeze sugar cane as well as ginger, apples, sorghum bar, etc.']",$809.99,2501147,OrangeA Electric Sugar Cane Press 20RPM Sugar Cane Ginger Press Juicer Heavy Duty Stainless Steel Commercial Sugar Cane Extractor with Three Detachable Rollers
B01N9KGJA1,Hanchen Instrument?,centrifugal,110V,"['Juicer use the Aluminum Ally Casting to take shape.', 'This machine has following advantages:Widely Use, Simple Operation, Easily Wash.', 'The surface adopt oxidation treatment, have a high corrosion resistance. We increased the slag mouth, the slagging is more smooth.', 'Connector for juice plate and motor is plastic injection molding which is in line with food hygiene, you can remove it quickly without tools when you clean the machine.', 'All material attached with the fruits are made of Stainless Steel or Aluminum Alloy, tally with the request of Food Hygiene.']",$749.00,None,"Commerical Home Automatic Juicer Press Machine Juice Making Machine Fruit Extractor (QJH-G120, 110V)"
B01N9QZVOV,",Big Mouth",centrifugal,Black/Stainless steel,"['Large 40 oz. BPA-free juice pitcher with lid and froth separator', 'Fits whole foods for less precutting and make fresh, healthy juice in seconds', 'Powerful 1.1 Hp motor with 2 speeds', 'Easy to store - just insert the strainer and lock on the lid with latches']",$105.02,None,2 Speed Juice Extractor w/ 40 oz. Juice Pitcher
B01N9T75IK,KitcheNova,citrus,,"['Perfect accessory for any kitchen or bar', 'Unique lid is designed to grip fruit', 'Built in strainer', 'Measures 3.5 inch/9cm holds 1/3 cup', 'Catcher bowl holds 1/3 cup juice']",$18.92,None,"Mini Citrus Juicer, Set of 4"
